predicted gender,sentence text,profession,gender,stereotype,predicted gender,predicted mentions,Prediction
Male,"One patient , in whom the catheter became dislodged after 2 weeks , became asymptomatic , but he had a residual 2-cm pancreatic pseudocyst that resolved over the next 6 weeks .",patient,he,0,"One patient , in whom the catheter became dislodged after 2 weeks","[One patient , in whom the catheter became dislodged after 2 weeks, he]",True
Male,"James Herriot , the best selling author of over 60 million copies of books about his experiences of some 50 years as a veterinarian in Thirsk , North Yorkshire , the town which he refers to as Darrowby in his books ( although born in Sunderland ) , has been admired for his easy reading style and interesting characters .",author,his,-1,James Herriot,"[James Herriot, his, he, his, his]",False
Male,The production designer Don Homfray won a BAFTA for his work on the series .,designer,his,1,The production designer Don Homfray,"[The production designer Don Homfray, his]",True
Female,We describe a patient who was diagnosed with Goodpasture syndrome in her second trimester .,patient,her,0,Goodpasture syndrome,"[Goodpasture syndrome, her]",False
Male,"Nathaniel Ward , a Puritan clergyman and author , was made minister of the Shenfield church in 1648 and held that office until his death in 1652 .",author,his,-1,minister of the Shenfield church,"[minister of the Shenfield church, his]",False
Female,"When they arrived , it was revealed that a patient at the hospital had set herself on fire with a lighter .",patient,herself,0,a patient at the hospital,"[a patient at the hospital, herself]",True
Male,"In the film , a young fighter pilot introduces the song to his squadron and so gets nicknamed "" the dark girl "" .",pilot,his,1,a young fighter pilot,"[a young fighter pilot, his]",True
Male,"On November 22 , a high school student in Dallas is sent by his physics teacher to the Texas School Book Depository to get a copy of Bernstein 's findings .",student,his,-1,a high school student in Dallas,"[a high school student in Dallas, his]",True
Female,"Longtime Juilliard School professor of voice Lucia Dunham , who trained many other famous singers , was also one of her pupils .",professor,her,-1,Longtime Juilliard School,"[Longtime Juilliard School, her]",True
Male,Eagles guitarist Joe Walsh plays the song on his solo tours .,guitarist,his,1,Eagles guitarist Joe Walsh,"[Eagles guitarist Joe Walsh, his]",True
Male,"Leonard , played by producer Randall Winston , is the hospital ' s security guard who is easily recognizable thanks to his height , giant afro and the hook that he has in place of his right hand .",guard,he,1,his,"[his, he, his]",False
Male,"The patient had a prolonged postoperative course , but he finally recovered well from these operations .",patient,he,0,The patient,"[The patient, he]",True
Female,e patient was mechanically ventilated and sedated from her initial laparotomy prior to transfer .,patient,her,0,e patient,"[e patient, her]",True
Male,"With machinery so defective , it is only surprising that the writer completed his task so well as he has done .",writer,his,-1,the writer,"[the writer, his, he]",True
Male,"As Green has noted , the author likely hoped for a wide audience , for he observed that women beyond the Alps would not have access to the spas that Italian women did and therefore included instructions for an alternative steam bath .",author,he,-1,the author,"[the author, he]",True
Male,A selfish opera singer leaves his wife and home in Germany to travel the world 's great cities .,singer,his,1,A selfish opera singer,"[A selfish opera singer, his]",True
Male,"At the 1985 Cut site , one student broke his hip , and , in 1989 , another student lost two fingers when logs crushed his hand .",student,his,-1,one student,"[one student, his, his]",True
Male,""" Valori plastici "" was established in Rome by the painter and art collector Mario Broglio and his wife Edita Broglio in 1918 .",painter,his,1,Mario Broglio,"[Mario Broglio, his]",False
Male,The Marines observed the high school student from concealment while he was tending his family ' s goats in the vicinity of their ranch .,student,he,-1,The Marines,"[The Marines, their]",False
Male,The Marines observed the high school student from concealment while he was tending his family ' s goats in the vicinity of their ranch .,student,he,-1,he,"[he, his]",False
Female,The patient and her fetus/baby almost became mortalities but for prompt intervention .,patient,her,0,The patient and her fetus/baby,"[The patient and her fetus/baby, her]",True
Male,"A student of sculptor Leonard Baskin at the Worcester Art Museum School , then known as the â€œ Mini - Met , â€ Reopel shared his fascination with the human form , and his interest in fine arts printing , woodcut , sculpture , etching and typography .",student,his,-1,Reopel,"[Reopel, his, his]",False
Male,"a short time subsequent to the fall of Corinth , and was attached to his immediate command , when he received his appointment of general - in - chief , with orders to repair at once to Washington .",chief,his,1,his,"[his, he, his]",False
Male,""" The Times "" journalist Giles Coren suggested , via his Twitter feed , that Bird should have read a copy of his book on anger management .",journalist,his,-1,"The Times "" journalist Giles Coren","[The Times "" journalist Giles Coren, his, his]",True
