,Unnamed: 0,predicted gender,correct,sentence_text,profession,g,g_first_index,profession_first_index,stereotype,corpus,data_index,distance,num_of_pronouns
90,148391,Male,1,"As Green has noted , the author likely hoped for a wide audience , for he observed that women beyond the Alps would not have access to the spas that Italian women did and therefore included instructions for an alternative steam bath .",author,he,15,6,-1,wikipedia,16,9,1
91,162286,Male,1,A selfish opera singer leaves his wife and home in Germany to travel the world 's great cities .,singer,his,5,3,1,wikipedia,21,2,1
92,144222,Male,1,"At the 1985 Cut site , one student broke his hip , and , in 1989 , another student lost two fingers when logs crushed his hand .",student,his,9,7,-1,wikipedia,21,2,2
93,26994,Male,1,""" Valori plastici "" was established in Rome by the painter and art collector Mario Broglio and his wife Edita Broglio in 1918 .",painter,his,17,10,1,wikipedia,20,7,1
94,167636,Male,1,The Marines observed the high school student from concealment while he was tending his family ' s goats in the vicinity of their ranch .,student,he,10,6,-1,wikipedia,2,4,2
95,12238,Female,1,The patient and her fetus/baby almost became mortalities but for prompt intervention .,patient,her,3,1,0,pubmed,20,2,1
96,99049,Male,1,"A student of sculptor Leonard Baskin at the Worcester Art Museum School , then known as the â€œ Mini - Met , â€ Reopel shared his fascination with the human form , and his interest in fine arts printing , woodcut , sculpture , etching and typography .",student,his,25,1,-1,wikipedia,21,24,2
97,65392,Male,1,The Swiss time trial specialist powered on in the final 16 Â km to his first win .,specialist,his,14,4,-1,wikipedia,14,10,1
98,47741,Male,1,"a short time subsequent to the fall of Corinth , and was attached to his immediate command , when he received his appointment of general - in - chief , with orders to repair at once to Washington .",chief,his,14,28,1,perseus,6,14,3
99,57194,Male,1,""" The Times "" journalist Giles Coren suggested , via his Twitter feed , that Bird should have read a copy of his book on anger management .",journalist,his,10,4,-1,wikipedia,15,6,2
100,56688,Male,1,"However , when the patient discontinued his medication , the bezoar recurred .",patient,his,6,4,0,pubmed,17,2,1
101,29249,Male,1,"This theme will come up again in the 1943 paper when Fairbairn described "" The Moral Defense Against Bad Objects "" which is a cognitive defense in which the child blames himself for his parents emotional and empathic failures .",child,himself,31,29,1,wikipedia,3,2,2
102,361086,Male,1,"During his tenure , Jenkins engaged noted psychologist Kenneth B. Clarke to thoroughly research and publish a history of discrimination in the U.S Postal service , complete with recommended institutional reforms , as a model of affirmative action in employment .",psychologist,his,1,7,-1,wikipedia,6,6,1
103,264,Male,1,"A user who records a large number of readings is associated with a sensitive profile , because he needs to use a greater amount of resources , in order to obtain enough facts to build a concept according to his learning style .",user,he,17,1,0,covid19,2,16,2
104,34693,Male,1,"The reclusive , eccentric scientist Oscar Collins ( Jack MacGowran ) has two next - door neighbours : a pop photographer ( Iain Quarrier ) and his girlfriend / model Penny Lane ( Jane Birkin ) .",photographer,his,26,20,1,wikipedia,20,6,1
105,9053,Male,1,"The captain of a ship was dying of sourvy , but the crew mutinied , and he gave up dying for the present to take care of them .",captain,he,16,1,1,perseus,11,15,1
106,160506,Male,1,"In 1889 , he became an officer and member of the board of directors of the Hibernia Savings & Loan Association ( later the Hibernia Bank ) , which had been founded by his father and uncle .",officer,his,33,6,1,wikipedia,1,27,2
107,1373,Male,1,"The following factors are important for coping with the isolation ; human bindings to doctors , nurses and relations , activities , music , religion as well as adequate information and an attitude of the patient himself which allows him to support the fact of the illness .",patient,himself,36,35,0,pubmed,10,1,1
108,118512,Male,1,"The author was imprisoned for his reflections on the legislature , but his book was reissued in 1755 as "" Matrimony "" , and reappeared in 1766 .",author,his,5,1,-1,wikipedia,1,4,2
111,22728,Male,1,"As BB says , the editor knows which editors he has issues with - listing them for the review of others is inappropriate and uncollegiate .",editor,he,9,5,1,wikipedia,4,4,1
112,47978,Male,1,"The only person who challenged Hashim 's authority was Umayyah , the son of his brother ' Abd Shams , but he had no real support and shifted to live out his life in Syria .",person,he,21,2,-1,wikipedia,11,19,3
114,2679,Male,1,"The chief of police said , in 1863 , that he thought it would be a good thing to have a license system .",chief,he,12,1,1,perseus,4,11,1
116,63029,Male,1,"Two of these kills were scored without firing a single shot : when he flew into firing position against a Messerschmitt Bf 109 , the pilot of the aircraft panicked , breaking to starboard and colliding with his wingman .",pilot,he,13,25,1,wikipedia,16,12,2
117,53880,Male,1,The patient was managed with continuous veno-venous hemodiafiltration ( CVVHD ) and his renal function subsequently recovered .,patient,his,12,1,0,pubmed,6,11,1
118,46912,Male,1,"In his 2016 book "" Dirty Words and Filthy Pictures : Film and the First Amendment "" , writer Jeremy Geltzer called the film "" the strangest genre - hybrid of the porno chic era , if not of all time "" .",writer,his,1,18,-1,wikipedia,15,17,1
119,44153,Male,1,Guitarist Salman Ahmad gained fame for his unique style of playing Sufi - style and neoclassical musics in heavy metal form .,guitarist,his,6,0,1,wikipedia,15,6,1
121,11713,Male,1,"At the end of her piece , German dancer Dergin Tokmak , which lost the use of his legs as a child , performed an acrobatic dance with his crutches .",dancer,his,28,8,-1,wikipedia,15,20,3
122,10322,Male,1,"In the meantime , Jumna meets a fatherly police officer ( Nazir Hussain ) and becomes a police officer himself .",officer,himself,19,18,1,wikipedia,10,1,1
124,17108,Male,1,"The Rolling Stones ' guitarist Keith Richards wrote in his 2010 autobiography that "" Heartbreak Hotel "" had a huge effect on him .",guitarist,his,9,4,1,wikipedia,15,5,1
125,104181,Male,1,"A second case was adjudicated in Chile in 2012 , involving a child and his parents .",child,his,14,12,1,wikipedia,20,2,1
126,109997,Male,1,"The author and his family could hear cries of "" Allah - u - Akbar "" from far away reverberate in the ears as if he had already heard it before .",author,his,3,1,-1,wikipedia,20,2,2
127,212798,Male,1,"In 1962 , Indian captain Nari Contractor was hit above his right ear by a Charlie Griffith bouncer which resulted in severe loss of blood and left Contractor critically ill .",captain,his,10,4,1,wikipedia,1,6,1
128,73863,Female,1,The singer tells that music is the life of the Primaballerina and that she just keeps turning to chimes .,singer,she,13,1,-1,wikipedia,4,12,1
129,1775,Female,1,"She chronicled her unhappy early life , her career as a singer , her marriage to Ferrer , her mental breakdown in 1968 and the diagnosis of bipolar disorder that seriously disrupted her career , concluding with her comeback as a singer and her happiness .",singer,her,43,41,-1,wikipedia,20,2,8
131,15772,Male,1,"The poet Longfellow , my brother 's lifelong friend and intimate , esteemed these productions of his as true poetry , and more than once said to me of their author , He is the most lovable man that I have ever known .",friend,his,16,8,0,perseus,21,8,1
132,35839,Male,1,"This article presents early findings of a larger study of twentieth-century English homicide investigation which focuses on the interaction between two dominant forensic regimes : the first , outlined in part here , is a body-centred forensics , associated with the lone , ' celebrity ' pathologist , his scalpel and the mortuary slab ; the second is a ' forensics of things ' centred on the laboratory and its associated technologies of trace analysis ( hair , blood , fibres ) , deployed in closed technician-dominated spaces and in the regimentally managed crime scene .",pathologist,his,48,46,-1,pubmed,20,2,1
135,17952,Male,1,"He met an accident and plot an easy money case along with his helping hand Khanna , Gulshan Grover , he later finds out that the driver he was suing was the uncle of his lover yet he continues to sue .",driver,his,34,26,1,wikipedia,14,8,5
136,52166,Male,1,"Born in 1901 in Vienna and emigrating early in life to America , Sam Falk was a self - taught photographer who at 16 years old sold his first photo , of lightning taken with a simple box camera , to the "" New York Morning World "" for $ 10 .",photographer,his,27,20,1,wikipedia,21,7,1
137,294875,Male,1,"He held the post of architect to the City of London from 1843 until his death , and is probably best remembered for his design for the Coal Exchange .",architect,his,14,5,1,wikipedia,6,9,2
138,75,Male,1,On the top of all these he has been consistent developer himself and helped others develop many educational institutions at Bikrampur .,developer,himself,11,10,1,wikipedia,10,1,2
140,66672,Male,1,"The interpersonal and psychodynamic aspects of the referral process , that is , the reciprocal relationship between the specialist and his referral source are investigated .",specialist,his,20,18,-1,pubmed,20,2,1
141,73613,Male,1,"He would see the Farmer keeping up his produce while the poor were labouring under all the miseries of want , and he would see Forestallers , Regraters , and all kinds of Middle - men making large profits upon it .",farmer,his,7,4,1,wikipedia,21,3,2
